gene,canonical_acc,isoform_acc,canon_ipTM,iso_ipTM,canon_len,iso_len,structural_outcome
MAN2B2,Q9Y2E5,Q9Y2E5-2,0.22,0.21,1009,954,Monomer Baseline / Stochastic Signal
IREB2,P48200,P48200-2,0.19,0.12,963,343,Monomer Baseline / Stochastic Signal
NUTM2B,A6NNL0,A6NNL0-2,0.18,0.16,878,629,Monomer Baseline / Stochastic Signal
VSX1,Q9NZR4,Q9NZR4-4,0.18,0.09,365,143,Monomer Baseline / Stochastic Signal
VSX1,Q9NZR4,Q9NZR4-6,0.18,0.29,365,218,Monomer Baseline / Stochastic Signal
VSX1,Q9NZR4,Q9NZR4-5,0.18,0.31,365,280,Monomer Baseline / Stochastic Signal
TLX1,P31314,P31314-2,0.21,0.12,330,257,Monomer Baseline / Stochastic Signal
TRAF1,Q13077,Q13077-2,0.45,0.58,416,294,Monomer Baseline / Stochastic Signal
AMD1,P17707,P17707-2,0.87,0.27,334,186,Ablation from >0.8 Canonical
MSTO1,Q9BUK6,Q9BUK6-4,0.18,0.1,570,99,Monomer Baseline / Stochastic Signal
MSTO1,Q9BUK6,Q9BUK6-6,0.18,0.21,570,182,Monomer Baseline / Stochastic Signal
IGFBP4,P22692,P22692-2,0.16,0.42,258,158,Monomer Baseline / Stochastic Signal
CD63,P08962,P08962-3,0.19,0.12,238,156,Monomer Baseline / Stochastic Signal
IFT80,Q9P2H3,Q9P2H3-2,0.17,0.57,777,640,Monomer Baseline / Stochastic Signal
CPA5,Q8WXQ8,Q8WXQ8-2,0.17,0.17,436,351,Monomer Baseline / Stochastic Signal
ABLIM3,O94929,O94929-4,0.17,0.11,683,169,Monomer Baseline / Stochastic Signal
CLHC1,Q8NHS4,Q8NHS4-2,0.24,0.14,586,464,Monomer Baseline / Stochastic Signal
ARB2A,Q8WUF8,Q8WUF8-3,0.16,0.18,416,370,Monomer Baseline / Stochastic Signal
APH1A,Q96BI3,Q96BI3-2,0.8,0.84,265,247,Conserved at >0.8
BEND4,Q6ZU67,Q6ZU67-2,0.2,0.19,534,441,Monomer Baseline / Stochastic Signal
TRIM9,Q9C026,Q9C026-5,0.49,0.56,710,550,Monomer Baseline / Stochastic Signal
NOL6,Q9H6R4,Q9H6R4-2,0.2,0.2,1146,1007,Monomer Baseline / Stochastic Signal
PHC2,Q8IXK0,Q8IXK0-2,0.25,0.27,858,323,Monomer Baseline / Stochastic Signal
PRMT2,P55345,P55345-6,0.76,0.26,433,228,Ablation from >0.7 Canonical
PRMT2,P55345,P55345-4,0.76,0.29,433,289,Ablation from >0.7 Canonical
PRMT2,P55345,P55345-7,0.76,0.28,433,277,Ablation from >0.7 Canonical
SLC18A2,Q05940,Q05940-2,0.17,0.32,514,209,Monomer Baseline / Stochastic Signal
LVRN,Q6Q4G3,Q6Q4G3-4,0.76,0.79,990,198,Conserved at >0.7
LVRN,Q6Q4G3,Q6Q4G3-2,0.76,0.23,990,701,Ablation from >0.7 Canonical
AIG1,Q9NVV5-1,Q9NVV5-5,0.12,0.29,245,137,Monomer Baseline / Stochastic Signal
AIG1,Q9NVV5-1,Q9NVV5-6,0.12,0.18,245,134,Monomer Baseline / Stochastic Signal
CFDP1,Q9UEE9,Q9UEE9-2,0.11,0.1,299,217,Monomer Baseline / Stochastic Signal
NAA25,Q14CX7,Q14CX7-2,0.2,0.18,972,859,Monomer Baseline / Stochastic Signal
NIT1,Q86X76,Q86X76-2,0.85,0.94,327,291,Conserved at >0.8
NIT1,Q86X76,Q86X76-5,0.85,0.69,327,243,Ablation from >0.8 Canonical
PYROXD1,Q8WU10,Q8WU10-2,0.7,0.65,500,429,Ablation from >0.7 Canonical
SEC14L4,Q9UDX3,Q9UDX3-2,0.14,0.15,406,360,Monomer Baseline / Stochastic Signal
ADAR,P55265,P55265-5,0.32,0.32,1226,931,Monomer Baseline / Stochastic Signal
MAEL,Q96JY0,Q96JY0-3,0.21,0.15,434,156,Monomer Baseline / Stochastic Signal
ZYG11A,Q6WRX3,Q6WRX3-2,0.18,0.14,759,417,Monomer Baseline / Stochastic Signal
ING1,Q9UK53,Q9UK53-3,0.21,0.18,422,210,Monomer Baseline / Stochastic Signal
BFSP1,Q12934,Q12934-3,0.29,0.34,665,526,Monomer Baseline / Stochastic Signal
PCDHGB3,Q9Y5G1,Q9Y5G1-2,0.52,0.56,929,814,Monomer Baseline / Stochastic Signal
GYPC,P04921,P04921-2,0.23,0.24,128,107,Monomer Baseline / Stochastic Signal
CASP7,P55210,P55210-4,0.72,0.76,303,278,Conserved at >0.7
KIAA0408,Q6ZU52,Q6ZU52-2,0.25,0.17,694,577,Monomer Baseline / Stochastic Signal
DNPEP,Q9ULA0,Q9ULA0-2,0.72,0.69,485,475,Ablation from >0.7 Canonical
NPM1,P06748,P06748-3,0.29,0.37,294,259,Monomer Baseline / Stochastic Signal
AP4E1,Q9UPM8,Q9UPM8-2,0.2,0.2,1137,1062,Monomer Baseline / Stochastic Signal
SMG9,Q9H0W8,Q9H0W8-2,0.21,0.2,520,495,Monomer Baseline / Stochastic Signal
ZCCHC7,Q8N3Z6,Q8N3Z6-2,0.14,0.15,543,206,Monomer Baseline / Stochastic Signal
RIOK2,Q9BVS4,Q9BVS4-2,0.17,0.15,552,474,Monomer Baseline / Stochastic Signal
PTCHD3,Q3KNS1,Q3KNS1-2,0.23,0.44,954,533,Monomer Baseline / Stochastic Signal
PAN3,Q58A45,Q58A45-4,0.56,0.34,887,687,Monomer Baseline / Stochastic Signal
GRSF1,Q12849,Q12849-5,0.25,0.23,480,318,Monomer Baseline / Stochastic Signal
NUP93,Q8N1F7,Q8N1F7-2,0.17,0.16,819,696,Monomer Baseline / Stochastic Signal
NAA35,Q5VZE5,Q5VZE5-2,0.18,0.2,725,294,Monomer Baseline / Stochastic Signal
ARNT2,Q9HBZ2,Q9HBZ2-2,0.27,0.22,717,706,Monomer Baseline / Stochastic Signal
STT3A,P46977,P46977-2,0.45,0.51,705,613,Monomer Baseline / Stochastic Signal
RAI14,Q9P0K7,Q9P0K7-3,0.28,0.28,980,972,Monomer Baseline / Stochastic Signal
PTCHD4,Q6ZW05,Q6ZW05-4,0.18,0.15,846,593,Monomer Baseline / Stochastic Signal
AK2,P54819,P54819-4,0.25,0.24,239,130,Monomer Baseline / Stochastic Signal
AK2,P54819,P54819-2,0.25,0.18,239,232,Monomer Baseline / Stochastic Signal
AK2,P54819,P54819-6,0.25,0.21,239,191,Monomer Baseline / Stochastic Signal
IP6K2,Q9UHH9,Q9UHH9-3,0.19,0.08,426,70,Monomer Baseline / Stochastic Signal
ALG9,Q9H6U8,Q9H6U8-2,0.3,0.16,611,440,Monomer Baseline / Stochastic Signal
RO60,P10155,P10155-5,0.17,0.18,538,525,Monomer Baseline / Stochastic Signal
RO60,P10155,P10155-3,0.17,0.18,538,518,Monomer Baseline / Stochastic Signal
RO60,P10155,P10155-4,0.17,0.17,538,534,Monomer Baseline / Stochastic Signal
ZSCAN25,Q6NSZ9,Q6NSZ9-3,0.3,0.12,544,328,Monomer Baseline / Stochastic Signal
OAT,P04181,P04181-2,0.9,0.92,439,301,Conserved at >0.8
DRC3,Q9H069,Q9H069-2,0.23,0.16,523,457,Monomer Baseline / Stochastic Signal
BTN2A1,Q7KYR7,Q7KYR7-3,0.49,0.55,527,375,Monomer Baseline / Stochastic Signal
BTN2A1,Q7KYR7,Q7KYR7-5,0.49,0.51,527,466,Monomer Baseline / Stochastic Signal
BTN2A1,Q7KYR7,Q7KYR7-6,0.49,0.38,527,330,Monomer Baseline / Stochastic Signal
BTN2A1,Q7KYR7,Q7KYR7-4,0.49,0.41,527,334,Monomer Baseline / Stochastic Signal
SLC28A3,Q9HAS3,Q9HAS3-2,0.7,0.74,691,622,Conserved at >0.7
CT55,Q8WUE5,Q8WUE5-2,0.2,0.2,264,242,Monomer Baseline / Stochastic Signal
CCNT2,O60583,O60583-2,0.2,0.19,730,663,Monomer Baseline / Stochastic Signal
MLST8,Q9BVC4,Q9BVC4-3,0.13,0.23,326,260,Monomer Baseline / Stochastic Signal
GET1,O00258,O00258-2,0.25,0.3,174,140,Monomer Baseline / Stochastic Signal
MFAP3,P55082,P55082-2,0.27,0.18,362,216,Monomer Baseline / Stochastic Signal
ALPL,P05186,P05186-3,0.91,0.92,524,469,Conserved at >0.8
EOGT,Q5NDL2,Q5NDL2-2,0.27,0.12,527,208,Monomer Baseline / Stochastic Signal
HDHD2,Q9H0R4,Q9H0R4-2,0.87,0.89,259,169,Conserved at >0.8
PQBP1,O60828,O60828-10,0.1,0.14,265,60,Monomer Baseline / Stochastic Signal
PQBP1,O60828,O60828-6,0.1,0.37,265,149,Monomer Baseline / Stochastic Signal
MEPCE,Q7L2J0,Q7L2J0-2,0.19,0.22,689,220,Monomer Baseline / Stochastic Signal
TACR1,P25103,P25103-3,0.13,0.1,407,311,Monomer Baseline / Stochastic Signal
PSMB9,P28065,P28065-2,0.22,0.32,219,209,Monomer Baseline / Stochastic Signal
CD37,P11049,P11049-2,0.12,0.27,281,213,Monomer Baseline / Stochastic Signal
DUS4L,O95620,O95620-2,0.3,0.18,317,196,Monomer Baseline / Stochastic Signal
OGFOD1,Q8N543,Q8N543-2,0.14,0.2,542,402,Monomer Baseline / Stochastic Signal
TIGD7,Q6NT04,Q6NT04-2,0.21,0.18,549,511,Monomer Baseline / Stochastic Signal
FGF12,P61328,P61328-2,0.49,0.47,243,181,Monomer Baseline / Stochastic Signal
AIF1,P55008,P55008-2,0.14,0.39,147,93,Monomer Baseline / Stochastic Signal
SNX6,Q9UNH7,Q9UNH7-2,0.67,0.66,406,290,Conserved at >0.6
SLC66A1LP,A1A4F0,A1A4F0-3,0.12,0.16,135,72,Monomer Baseline / Stochastic Signal
SLAMF1,Q13291,Q13291-2,0.52,0.56,335,298,Monomer Baseline / Stochastic Signal
ZNF441,Q8N8Z8,Q8N8Z8-2,0.15,0.14,693,649,Monomer Baseline / Stochastic Signal
TPP1,O14773,O14773-2,0.2,0.19,563,320,Monomer Baseline / Stochastic Signal
ZYX,Q15942,Q15942-2,0.14,0.12,572,415,Monomer Baseline / Stochastic Signal
IQCC,Q4KMZ1,Q4KMZ1-2,0.19,0.22,466,230,Monomer Baseline / Stochastic Signal
ZBTB1,Q9Y2K1,Q9Y2K1-2,0.3,0.32,713,644,Monomer Baseline / Stochastic Signal
FBXL17,Q9UF56,Q9UF56-3,0.3,0.24,701,303,Monomer Baseline / Stochastic Signal
NFE2L2,Q16236,Q16236-2,0.2,0.33,605,589,Monomer Baseline / Stochastic Signal
DUSP3,P51452,P51452-2,0.23,0.24,185,144,Monomer Baseline / Stochastic Signal
CAMK1G,Q96NX5,Q96NX5-2,0.19,0.17,476,460,Monomer Baseline / Stochastic Signal
DBF4B,Q8NFT6,Q8NFT6-2,0.16,0.14,615,431,Monomer Baseline / Stochastic Signal
ANKRD50,Q9ULJ7,Q9ULJ7-2,0.25,0.22,1429,1250,Monomer Baseline / Stochastic Signal
PBX1,P40424,P40424-3,0.25,0.28,430,420,Monomer Baseline / Stochastic Signal
PBX1,P40424,P40424-2,0.25,0.14,430,347,Monomer Baseline / Stochastic Signal
ABRAXAS1,Q6UWZ7,Q6UWZ7-2,0.44,0.23,409,300,Monomer Baseline / Stochastic Signal
SREBF1,P36956,P36956-2,0.24,0.24,1147,1071,Monomer Baseline / Stochastic Signal
SREBF1,P36956,P36956-5,0.24,0.31,1147,470,Monomer Baseline / Stochastic Signal
RTEL1,Q9NZ71,Q9NZ71-9,0.2,0.19,1219,996,Monomer Baseline / Stochastic Signal
RTEL1,Q9NZ71,Q9NZ71-8,0.2,0.19,1219,1004,Monomer Baseline / Stochastic Signal
RTEL1,Q9NZ71,Q9NZ71-4,0.2,0.19,1219,1023,Monomer Baseline / Stochastic Signal
PPFIBP1,Q86W92,Q86W92-3,0.28,0.24,1011,858,Monomer Baseline / Stochastic Signal
MICALL2,Q8IY33,Q8IY33-5,0.19,0.24,904,692,Monomer Baseline / Stochastic Signal
MICALL2,Q8IY33,Q8IY33-4,0.19,0.17,904,572,Monomer Baseline / Stochastic Signal
CAPRIN1,Q14444,Q14444-2,0.37,0.38,709,694,Monomer Baseline / Stochastic Signal
CAPRIN1,Q14444,Q14444-3,0.37,0.32,709,593,Monomer Baseline / Stochastic Signal
RGS6,P49758,P49758-8,0.15,0.15,472,467,Monomer Baseline / Stochastic Signal
RGS6,P49758,P49758-5,0.15,0.16,472,465,Monomer Baseline / Stochastic Signal
RGS6,P49758,P49758-16,0.15,0.12,472,460,Monomer Baseline / Stochastic Signal
NFIB,O00712,O00712-2,0.55,0.83,420,188,Monomer Baseline / Stochastic Signal
TAFA2,Q8N3H0,Q8N3H0-2,0.1,0.06,131,34,Monomer Baseline / Stochastic Signal
UGT1A1,P22309,P22309-2,0.89,0.66,533,444,Ablation from >0.8 Canonical
MARCO,Q9UEW3,Q9UEW3-2,0.2,0.18,520,442,Monomer Baseline / Stochastic Signal
SNX17,Q15036,Q15036-2,0.2,0.23,470,445,Monomer Baseline / Stochastic Signal
HPSE2,Q8WWQ2,Q8WWQ2-2,0.18,0.19,592,548,Monomer Baseline / Stochastic Signal
SH2D2A,Q9NP31,Q9NP31-3,0.28,0.25,389,361,Monomer Baseline / Stochastic Signal
SH2D2A,Q9NP31,Q9NP31-4,0.28,0.26,389,371,Monomer Baseline / Stochastic Signal
LST1,O00453,O00453-4,0.32,0.06,97,53,Monomer Baseline / Stochastic Signal
SCAMP4,Q969E2,Q969E2-3,0.13,0.18,229,132,Monomer Baseline / Stochastic Signal
TMC5,Q6UXY8,Q6UXY8-4,0.56,0.71,1006,647,Monomer Baseline / Stochastic Signal
CUL3,Q13618,Q13618-2,0.17,0.17,768,744,Monomer Baseline / Stochastic Signal
MPP2,Q14168,Q14168-5,0.16,0.16,576,413,Monomer Baseline / Stochastic Signal
POLE2,P56282,P56282-3,0.2,0.2,527,502,Monomer Baseline / Stochastic Signal
CNTD1,Q8N815,Q8N815-2,0.12,0.36,330,128,Monomer Baseline / Stochastic Signal
ZNF250,P15622,P15622-3,0.16,0.16,560,555,Monomer Baseline / Stochastic Signal
ATP11C,Q8NB49,Q8NB49-3,0.21,0.21,1132,1119,Monomer Baseline / Stochastic Signal
ATP11C,Q8NB49,Q8NB49-4,0.21,0.28,1132,1128,Monomer Baseline / Stochastic Signal
ATP11C,Q8NB49,Q8NB49-2,0.21,0.21,1132,1108,Monomer Baseline / Stochastic Signal
IDE,P14735,P14735-2,0.89,0.91,1019,464,Conserved at >0.8
CMTM1,Q8IZ96,Q8IZ96-2,0.58,0.39,169,149,Monomer Baseline / Stochastic Signal
CMTM1,Q8IZ96,Q8IZ96-4,0.58,0.45,169,114,Monomer Baseline / Stochastic Signal
RAB26,Q9ULW5,Q9ULW5-2,0.11,0.1,256,190,Monomer Baseline / Stochastic Signal
SMU1,Q2TAY7,Q2TAY7-2,0.38,0.12,513,352,Monomer Baseline / Stochastic Signal
MPG,P29372,P29372-4,0.36,0.37,298,293,Monomer Baseline / Stochastic Signal
MPG,P29372,P29372-5,0.36,0.4,298,281,Monomer Baseline / Stochastic Signal
SIRT2,Q8IXJ6,Q8IXJ6-4,0.28,0.23,389,271,Monomer Baseline / Stochastic Signal
SIRT2,Q8IXJ6,Q8IXJ6-2,0.28,0.36,389,352,Monomer Baseline / Stochastic Signal
SIRT2,Q8IXJ6,Q8IXJ6-3,0.28,0.25,389,369,Monomer Baseline / Stochastic Signal
CYB5RL,Q6IPT4,Q6IPT4-3,0.17,0.78,315,167,Monomer Baseline / Stochastic Signal
FOXJ2,Q9P0K8,Q9P0K8-2,0.17,0.16,574,526,Monomer Baseline / Stochastic Signal
CFLAR,O15519,O15519-14,0.46,0.41,480,435,Monomer Baseline / Stochastic Signal
CFLAR,O15519,O15519-4,0.46,0.79,480,235,Monomer Baseline / Stochastic Signal
CFLAR,O15519,O15519-15,0.46,0.55,480,384,Monomer Baseline / Stochastic Signal
CFLAR,O15519,O15519-6,0.46,0.18,480,442,Monomer Baseline / Stochastic Signal
CFLAR,O15519,O15519-5,0.46,0.19,480,449,Monomer Baseline / Stochastic Signal
CFLAR,O15519,O15519-13,0.46,0.11,480,202,Monomer Baseline / Stochastic Signal
CHAF1A,Q13111,Q13111-3,0.19,0.18,956,783,Monomer Baseline / Stochastic Signal
ZNF112,Q9UJU3,Q9UJU3-2,0.18,0.17,913,907,Monomer Baseline / Stochastic Signal
NELFA,Q9H3P2,Q9H3P2-7,0.13,0.21,528,265,Monomer Baseline / Stochastic Signal
ZNF12,P17014,P17014-3,0.16,0.12,697,462,Monomer Baseline / Stochastic Signal
DAPK3,O43293,O43293-2,0.18,0.42,454,322,Monomer Baseline / Stochastic Signal
ADAT1,Q9BUB4,Q9BUB4-2,0.23,0.17,502,353,Monomer Baseline / Stochastic Signal
DNAJA1,P31689,P31689-2,0.51,0.12,397,331,Monomer Baseline / Stochastic Signal
HPS5,Q9UPZ3,Q9UPZ3-2,0.29,0.2,1129,1015,Monomer Baseline / Stochastic Signal
SPATA22,Q8NHS9,Q8NHS9-3,0.41,0.13,363,269,Monomer Baseline / Stochastic Signal
SPATA22,Q8NHS9,Q8NHS9-2,0.41,0.14,363,320,Monomer Baseline / Stochastic Signal
CAPN3,P20807,P20807-5,0.78,0.89,821,156,Conserved at >0.7
CAPN3,P20807,P20807-4,0.78,0.64,821,309,Ablation from >0.7 Canonical
LIAS,O43766,O43766-2,0.3,0.2,372,322,Monomer Baseline / Stochastic Signal
EDA,Q92838,Q92838-2,0.41,0.21,391,135,Monomer Baseline / Stochastic Signal
C1orf159,Q96HA4,Q96HA4-5,0.14,0.15,380,254,Monomer Baseline / Stochastic Signal
TNFRSF1B,P20333,P20333-2,0.13,0.1,461,268,Monomer Baseline / Stochastic Signal
ZNF300,Q96RE9,Q96RE9-4,0.16,0.14,604,568,Monomer Baseline / Stochastic Signal
MCOLN2,Q8IZK6,Q8IZK6-2,0.66,0.47,566,538,Ablation from >0.6 Canonical
KLF3,P57682,P57682-2,0.14,0.11,345,232,Monomer Baseline / Stochastic Signal
ARHGEF9,O43307,O43307-3,0.18,0.31,516,414,Monomer Baseline / Stochastic Signal
DUS3L,Q96G46,Q96G46-2,0.16,0.16,650,482,Monomer Baseline / Stochastic Signal
PPP2R3C,Q969Q6,Q969Q6-2,0.14,0.35,453,343,Monomer Baseline / Stochastic Signal
TTC39B,Q5VTQ0,Q5VTQ0-5,0.32,0.17,682,517,Monomer Baseline / Stochastic Signal
TTC39B,Q5VTQ0,Q5VTQ0-2,0.32,0.43,682,585,Monomer Baseline / Stochastic Signal
TSFM,P43897,P43897-3,0.17,0.13,325,167,Monomer Baseline / Stochastic Signal
USP46,P62068,P62068-2,0.13,0.27,366,225,Monomer Baseline / Stochastic Signal
USP46,P62068,P62068-3,0.13,0.12,366,359,Monomer Baseline / Stochastic Signal
SPECC1,Q5M775,Q5M775-2,0.33,0.3,1068,790,Monomer Baseline / Stochastic Signal
PABPC5,Q96DU9,Q96DU9-2,0.12,0.1,382,350,Monomer Baseline / Stochastic Signal
SPAG16,Q8N0X2,Q8N0X2-4,0.23,0.4,631,183,Monomer Baseline / Stochastic Signal
RHPN2,Q8IUC4,Q8IUC4-2,0.17,0.15,686,535,Monomer Baseline / Stochastic Signal
DGKA,P23743,P23743-3,0.17,0.14,735,247,Monomer Baseline / Stochastic Signal
DGKA,P23743,P23743-2,0.17,0.31,735,118,Monomer Baseline / Stochastic Signal
HNRNPDL,O14979,O14979-2,0.14,0.13,420,301,Monomer Baseline / Stochastic Signal
FCGR1A,P12314,P12314-2,0.12,0.11,374,344,Monomer Baseline / Stochastic Signal
CEP95,Q96GE4,Q96GE4-2,0.18,0.14,821,657,Monomer Baseline / Stochastic Signal
ZFAT,Q9P243,Q9P243-2,0.21,0.21,1243,1231,Monomer Baseline / Stochastic Signal
ZFAT,Q9P243,Q9P243-3,0.21,0.18,1243,846,Monomer Baseline / Stochastic Signal
BTN3A2,P78410,P78410-3,0.66,0.61,334,292,Conserved at >0.6
BTN3A2,P78410,P78410-2,0.66,0.67,334,311,Conserved at >0.6
CARD8,Q9Y2G2-1,Q9Y2G2-2,0.2,0.12,431,286,Monomer Baseline / Stochastic Signal
IDH3A,P50213,P50213-2,0.87,0.9,366,288,Conserved at >0.8
CDYL,Q9Y232,Q9Y232-4,0.46,0.59,598,412,Monomer Baseline / Stochastic Signal
CDYL,Q9Y232,Q9Y232-3,0.46,0.73,598,309,Monomer Baseline / Stochastic Signal
FAM90A2P,Q658T7,Q658T7-2,0.15,0.09,463,266,Monomer Baseline / Stochastic Signal
ZKSCAN3,Q9BRR0,Q9BRR0-2,0.29,0.13,538,390,Monomer Baseline / Stochastic Signal
NUDT8,Q8WV74,Q8WV74-2,0.17,0.55,236,140,Monomer Baseline / Stochastic Signal
FBXL16,Q8N461,Q8N461-2,0.16,0.15,479,267,Monomer Baseline / Stochastic Signal
CSHL1,Q14406,Q14406-4,0.09,0.72,222,128,Monomer Baseline / Stochastic Signal
CSHL1,Q14406,Q14406-3,0.09,0.69,222,139,Monomer Baseline / Stochastic Signal
SARDH,Q9UL12,Q9UL12-2,0.2,0.19,918,750,Monomer Baseline / Stochastic Signal
PPM1L,Q5SGD2,Q5SGD2-2,0.15,0.34,360,181,Monomer Baseline / Stochastic Signal
PPM1L,Q5SGD2,Q5SGD2-4,0.15,0.34,360,194,Monomer Baseline / Stochastic Signal
NFKBIB,Q15653,Q15653-2,0.27,0.34,356,338,Monomer Baseline / Stochastic Signal
HOXB6,P17509,P17509-2,0.27,0.04,224,140,Monomer Baseline / Stochastic Signal
LYG2,Q86SG7,Q86SG7-2,0.62,0.19,212,178,Ablation from >0.6 Canonical
PRKN,O60260,O60260-4,0.42,0.15,465,274,Monomer Baseline / Stochastic Signal
RGCC,Q9H4X1,Q9H4X1-2,0.12,0.13,137,117,Monomer Baseline / Stochastic Signal
ZNF124,Q15973,Q15973-5,0.11,0.17,351,73,Monomer Baseline / Stochastic Signal
UNC45A,Q9H3U1,Q9H3U1-2,0.19,0.19,944,929,Monomer Baseline / Stochastic Signal
UNC45A,Q9H3U1,Q9H3U1-3,0.19,0.27,944,222,Monomer Baseline / Stochastic Signal
PAFAH1B2,P68402,P68402-3,0.9,0.41,229,132,Ablation from >0.8 Canonical
SYNPO,Q8N3V7,Q8N3V7-3,0.19,0.18,929,685,Monomer Baseline / Stochastic Signal
IAH1,Q2TAA2,Q2TAA2-2,0.91,0.4,248,135,Ablation from >0.8 Canonical
RNF180,Q86T96,Q86T96-2,0.15,0.13,592,416,Monomer Baseline / Stochastic Signal
ACOT12,Q8WYK0,Q8WYK0-2,0.22,0.86,555,167,Monomer Baseline / Stochastic Signal
CCDC102B,Q68D86,Q68D86-2,0.36,0.36,513,483,Monomer Baseline / Stochastic Signal
SLC25A28,Q96A46,Q96A46-3,0.14,0.53,364,176,Monomer Baseline / Stochastic Signal
SLC25A28,Q96A46,Q96A46-2,0.14,0.13,364,177,Monomer Baseline / Stochastic Signal
NTN5,Q8WTR8,Q8WTR8-2,0.13,0.1,489,350,Monomer Baseline / Stochastic Signal
JAK3,P52333,P52333-2,0.26,0.28,1124,1094,Monomer Baseline / Stochastic Signal
JAK3,P52333,P52333-4,0.26,0.18,1124,619,Monomer Baseline / Stochastic Signal
DCTN5,Q9BTE1,Q9BTE1-2,0.36,0.09,182,152,Monomer Baseline / Stochastic Signal
URGCP,Q8TCY9,Q8TCY9-4,0.54,0.41,931,888,Monomer Baseline / Stochastic Signal
URGCP,Q8TCY9,Q8TCY9-3,0.54,0.54,931,856,Monomer Baseline / Stochastic Signal
SERPINA9,Q86WD7,Q86WD7-5,0.15,0.14,417,286,Monomer Baseline / Stochastic Signal
SERPINA9,Q86WD7,Q86WD7-6,0.15,0.12,417,337,Monomer Baseline / Stochastic Signal
ZNF461,Q8TAF7,Q8TAF7-2,0.15,0.14,563,436,Monomer Baseline / Stochastic Signal
CCDC78,A2IDD5,A2IDD5-2,0.36,0.36,438,187,Monomer Baseline / Stochastic Signal
ENTREP2,O60320,O60320-2,0.15,0.15,539,343,Monomer Baseline / Stochastic Signal
TDRD7,Q8NHU6,Q8NHU6-2,0.39,0.39,1098,1024,Monomer Baseline / Stochastic Signal
F2RL2,O00254,O00254-2,0.16,0.16,374,352,Monomer Baseline / Stochastic Signal
DUX3,Q96PT4,Q96PT4-2,0.38,0.48,197,170,Monomer Baseline / Stochastic Signal
PWWP2B,Q6NUJ5,Q6NUJ5-2,0.21,0.23,590,499,Monomer Baseline / Stochastic Signal
SLC35F4,A4IF30,A4IF30-2,0.24,0.2,521,362,Monomer Baseline / Stochastic Signal
GTDC1,Q4AE62,Q4AE62-6,0.76,0.25,458,329,Ablation from >0.7 Canonical
GTDC1,Q4AE62,Q4AE62-3,0.76,0.59,458,292,Ablation from >0.7 Canonical
CD55,P08174,P08174-4,0.12,0.12,381,364,Monomer Baseline / Stochastic Signal
ARPC4,P59998,P59998-4,0.73,0.39,168,78,Ablation from >0.7 Canonical
TCP11,Q8WWU5,Q8WWU5-3,0.3,0.21,503,440,Monomer Baseline / Stochastic Signal
TCP11,Q8WWU5,Q8WWU5-6,0.3,0.21,503,465,Monomer Baseline / Stochastic Signal
TCP11,Q8WWU5,Q8WWU5-2,0.3,0.3,503,441,Monomer Baseline / Stochastic Signal
AHSA2P,Q719I0,Q719I0-3,0.14,0.31,299,137,Monomer Baseline / Stochastic Signal
AHSA2P,Q719I0,Q719I0-2,0.14,0.41,299,146,Monomer Baseline / Stochastic Signal
CIAPIN1,Q6FI81,Q6FI81-2,0.15,0.42,312,108,Monomer Baseline / Stochastic Signal
ANKRD28,O15084-1,O15084,0.4,0.39,1086,1053,Monomer Baseline / Stochastic Signal
ANKRD28,O15084-1,O15084-2,0.4,0.43,1086,899,Monomer Baseline / Stochastic Signal
ANKRD28,O15084-1,O15084-4,0.4,0.42,1086,1083,Monomer Baseline / Stochastic Signal
EYA1,Q99502,Q99502-2,0.16,0.16,592,559,Monomer Baseline / Stochastic Signal
CHMP5,Q9NZZ3,Q9NZZ3-2,0.14,0.22,219,171,Monomer Baseline / Stochastic Signal
ZFX,P17010,P17010-2,0.17,0.14,805,576,Monomer Baseline / Stochastic Signal
HGSNAT,Q68CP4,Q68CP4-2,0.74,0.75,663,635,Conserved at >0.7
PGD,P52209,P52209-2,0.95,0.95,483,470,Conserved at >0.8
ZCCHC8,Q6NZY4,Q6NZY4-2,0.34,0.15,707,469,Monomer Baseline / Stochastic Signal
CYP19A1,P11511,P11511-2,0.15,0.12,503,218,Monomer Baseline / Stochastic Signal
APOBR,Q0VD83,Q0VD83-2,0.23,0.15,1097,626,Monomer Baseline / Stochastic Signal
APOBR,Q0VD83,Q0VD83-3,0.23,0.21,1097,1078,Monomer Baseline / Stochastic Signal
PPM1A,P35813,P35813-2,0.22,0.16,382,324,Monomer Baseline / Stochastic Signal
BTNL8,Q6UX41,Q6UX41-4,0.5,0.18,500,316,Monomer Baseline / Stochastic Signal
URM1,Q9BTM9,Q9BTM9-3,0.67,0.28,101,63,Ablation from >0.6 Canonical
PLA2G4E,Q3MJ16,Q3MJ16-2,0.31,0.21,868,492,Monomer Baseline / Stochastic Signal
RBPJ,Q06330,Q06330-5,0.22,0.2,500,465,Monomer Baseline / Stochastic Signal
RBPJ,Q06330,Q06330-2,0.22,0.13,500,425,Monomer Baseline / Stochastic Signal
TBC1D22A,Q8WUA7,Q8WUA7-4,0.33,0.6,517,470,Monomer Baseline / Stochastic Signal
ATG9A,Q7Z3C6,Q7Z3C6-2,0.53,0.57,839,778,Monomer Baseline / Stochastic Signal
GRIA1,P42261,P42261-4,0.47,0.47,906,837,Monomer Baseline / Stochastic Signal
